category,created_on,lattitude,longitude,name,venue_id
food,1395123772,27.8668929,-82.6450904,Yummy Thai,323
food,1395823521,39.0150333,-95.7605191,Oriental Express,333
lodging,1405581964,51.0099889,-118.2180204,Sandman Hotel Revelstoke,302
default,1430906697,52.3285705,9.7754914,Lumen GmbH,325
default,1403104868,52.2002489,21.0776991,Centrum Mebli Rattanowych i Stylowych,326
default,1391106738,52.2248906,20.9573612,Elektro-Instalacje,327
lodging,1407564935,-8.4939982,115.2775511,Viceroy Bali,328
food,1386790407,46.2113057,6.1485351,CrÃªperie des PÃ¢quis,329
grocery,1428655290,60.1875733,24.918532,K-Market Mansku,330
attraction,1387227911,32.0700275,34.773014,michal kindergarden,331
default,1391209696,32.091112,34.787301,Didoo Cafe,332
food,1395821389,39.0278373,-95.7254529,Asian Cafe,334
lodging,1390882878,25.7805541,-80.1309841,Clevelander Hotel,335
default,1391293171,39.8231819,-75.8819666,Penn Animal Hospital,339
default,1381316515,52.1073717,20.6412159,Aurelius Interactive,336
default,1391542470,50.0380472,22.0338827,Bezpol,337
cafe,1367599242,49.223973,18.739157,LiterÃ¡rna kaviareÅˆ,338
default,1384001715,-37.8694322,144.9803739,Eclectico,324
lodging,1397329635,64.1540263,-21.9986506,Blue House B&B,300
default,1466061737,47.11199161,7.227416039,JÃ_rg Kradolfer,8231
default,1403706028,46.1934179,6.1407722,Venusia,341
shopping,1414224449,38.5956986,-121.3983679,Arden Jewelers,345
lodging,1401231528,-2.8969103,-79.0139429,Apartamentos Otorongo,344
shopping,1418225950,27.7713544,-82.6426345,The Trunk Stylists,349
food,1398449168,49.200092,-122.9115154,RE-UP BBQ,366
default,1414403971,53.7995573,-1.5443754,CeX Leeds,348
shopping,1411768866,48.1148885,-122.7567278,The Broken Spoke,353
default,1418556044,50.0392863,14.3323303,JSV International Assistant Service,351
cafe,1383705816,45.5046824,-122.6421431,Papa G's,364
default,1387368257,52.5313206,13.4231381,artx Designagentur Berlin,354
cafe,1420457905,59.3347281,18.0786645,Blueberry,355
nightlife,1389625820,49.8370839,18.1822722,DRUÅ_BA BOULDERING WALL,356
default,1418404190,32.0805836,-81.0907363,Anonymous Tattoo,368
nightlife,1419373070,45.8881405,11.0443447,Mani Al Cielo,358
shopping,1414690317,48.1807703,16.3333442,Malefitz,359
cafe,1404048837,-37.794259,144.998243,Squirrel CafÃ©,370
cafe,1385989606,57.6986649,11.9684561,Foxx Bar,361
default,1427897546,45.8907824,11.0364056,Bellezza Studio,362
default,1380210113,-32.9337069,-68.8625203,Ventonegro - Mountain Guide,696
food,1391453531,49.8396681,8.1131385,Mare Nero,363
food,1395399369,39.1860273,-96.5728488,Bi Bim Bap Korean-Japanese Sushi Restaurant,375
nightlife,1362078778,-23.5565056,-46.6922432,Bar e Bicicletaria Las Magrelas,365
default,1390642337,41.1304234,-81.5080686,Underhill's Games,343
lodging,1362409232,-23.7860366,-45.5616388,Kyrios Pousada,367
food,1418693474,27.7712825,-82.653952,Brooklyn South,373
default,1378982954,52.30844,21.15293,MusicON,369
lodging,1385686096,36.9200158,15.157466,Apartment Eucalyptus,371
cafe,1399448731,50.447473,30.5158687,___¸Ñ„_µÑ€_±_»_°Ñ‚,372
food,1426278006,49.1927975,16.6096883,SUBWAY Zelny trh,376
default,1365897674,51.5321142,-0.0608219,London Hackspace,377
default,1403865667,45.4653323,9.1844258,Il Giornale,378
food,1410131953,-37.83049,144.956894,The South Melbourne Trader,360
default,1481716520,-19.86126607,-43.95742536,Lan Gamer,8976
default,1483131143,31.81572994,72.90596008,KAMRAN CHATTHA,9067
nightlife,1422015840,52.3681975,9.7205471,LUX,381
food,1387200321,49.1839015,16.7609876,SUBWAY Rohlenka,382
default,1406959880,44.7992416,20.3898505,Ineo,383
default,1398989106,64.146661,-21.954324,Hringbraut,384
default,1398989106,64.1477119,-21.9513614,HÃ¡vallagata,385
nightlife,1400150559,32.0714337,34.7803113,___™_§_•_§,387
shopping,1404634568,32.0714269,34.7802469,_“_•_“_™ _‘_Ÿ _™_©_™ - Dudi Ben Yishay,388
food,1416844255,27.771341,-82.650522,Ricky P's,394
lodging,1417016136,-34.6153111,-58.3798969,Hotel Viejo Telmo,391
lodging,1417446920,-34.5930895,-58.3795149,Hotel Argenta Tower,392
lodging,1417646649,-34.606136,-58.395126,Hotel Boutique Le Vitral Baires,393
nightlife,1365972694,40.7524774,-73.984652,EVR NYC,398
default,1365905823,24.121471,-110.3026602,Qrubit,395
default,1367168403,52.6114825,11.8698283,Edds Englisch,396
food,1365927560,32.0591092,34.7710971,_‘_¨-_§_™_™___ê,397
default,1366040095,36.1258841,-115.2327178,Vegas Budget Dental,400
shopping,1366214109,38.9699111,-94.6669718,Overland Park Jeep Dodge Ram Chrysler,405
food,1366041933,38.3032742,20.6012471,Carena Bar - Restaurant,401
attraction,1366126955,-34.4695284,-58.5198403,CESYT,403
lodging,1366303792,43.651902,-79.4074544,Urban Living Suites,407
default,1366300019,38.8558931,-104.7132847,Total Roofing,406
default,1366438893,34.1643282,-118.3740182,Model Printing internet cafe,408
default,1386553782,37.3780322,-122.0328367,Mac's Coins & Collectables,380
food,1397050219,41.5008146,-81.5652517,Parnell's Pub,409
default,1366642103,40.7954798,-85.8241762,INGUARD,411
default,1380210672,-33.5203143,-70.545057,Temascal,697
food,1366576092,-34.5429378,-58.4827456,AntiDomingo - Restaurante -  Espacio de Arte,410
grocery,1401224144,44.9277216,-93.2238299,Elevated Beer Wine & Spirits,412
default,1366643318,39.7961477,-86.02414,Caring Dentists,413
lodging,1367185598,38.4147973,-79.5848885,Arbogast Inn,415
default,1366652041,32.7851831,34.9868298,_—_‘_¨ _¢_œ _ê_¨_‘_¢,414
sports,1366822264,38.9625124,-94.8917005,Peeper Ranch,418
default,1414522366,48.5768535,7.8135466,BitcoinSolution UG,417
shopping,1367179666,38.1098063,-122.2629487,Cyber Computers,419
shopping,1367164525,35.0936542,-106.6432031,ABQBitcoins,420
default,1367259280,29.7633158,-95.3602521,Jay Cohen Attorney,422
default,1367166038,48.8508512,2.3693991,Ecogex,421
food,1387972036,48.8281212,2.3500641,Restaurant Le 43,423
default,1366054227,43.7298396,-79.4714987,Ark Army Surplus,402
nightlife,1398955898,49.1823853,-2.101886,The Forum,379
default,1375869241,48.3577357,10.8867806,OpenLab,425
default,1387380689,39.9620241,-75.1535149,Hive76,431
lodging,1367684440,32.7473117,35.1671927,Galilee Bedouin Camplodge,427
shopping,1367852894,55.6919311,12.5451958,Ruben og Bobby,428
default,1395248181,43.4497252,-80.4910233,Fairtax Business Services,437
shopping,1390153987,42.0439539,-87.6933691,Bucephalus Bikes,432
default,1373977128,28.2545197,-82.4675148,"Accelerated Global - Website Design, SEO, Social Media, Internet Marketing",435
nightlife,1416770680,47.4981089,19.0555471,Anker Klub,433
shopping,1368481112,37.7949012,-122.3928736,Buyer's Best Friend Wholesale & Market,438
shopping,1368481248,37.799094,-122.4082139,Mercato,439
lodging,1373113734,17.0622261,-96.7194275,El Diablo y la SandÃ_a,436
atm,1400434246,45.4236594,-75.6812834,Bitcoin ATM @ Father and Sons,444
default,1369783344,40.2386813,-74.254887,Bear & Birch Russian Sauna,448
food,1395349473,39.1257138,-94.8266002,Stix,453
grocery,1381426513,40.3164912,-3.7209567,Mundo NipÃ_n,440
food,1401212651,51.9833075,5.9015192,Karakter,441
default,1368726899,52.3669615,4.9371836,ZB45 makerspace,442
default,1369510312,48.1884173,17.1333048,3D tlaÄç - MarSal Tech,445
lodging,1374079032,52.4947545,13.4193216,Lekkerurlaub,446
shopping,1367614340,30.2822276,-97.7422902,Brave New Books,426
food,1397296688,30.264266,-97.741411,Mai Thai,456
default,1384864393,-33.9309411,18.5068705,Fire & Ice - Fire dancers Cape Town,449
default,1369853427,40.1953477,-8.420859,Carregador TelemÃ_veis Bitcoin,450
lodging,1369858527,51.4453074,-0.0475145,Schinkler B&B,451
lodging,1397823876,51.0338414,-1.7933118,Hillside B&B,452
default,1374341558,47.5542827,-122.331924,Accountable Moving & Storage,465
food,1370258723,-46.2388791,169.7384583,Nom Noms,454
default,1370347455,44.1977147,28.6276082,"Massage, Reiki, Reflexotherapy",455
